location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,org_acronym,org_name,org_type_description,sector_code,sector_name,reference_period_start,reference_period_end
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,AADA,Agency for Assistance and Development of Afghanistan,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,AADA,Agency for Assistance and Development of Afghanistan,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,AFGA,Afghan Family Guidance Association,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,AFGHANAID,Afghan Aid,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,AREA,Agency for Rehabilitation and Energy Conservation in Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,BARAN,Bu Ali Rehabilitation and Aid Network,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,IR,Islamic Relief Worldwide,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,IR,Islamic Relief Worldwide,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,IR,Islamic Relief Worldwide,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,MSI,"Management Systems International, Inc.",International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,NPO-RRAA,Norwegian Project Office / Rural Rehabilitation Association for Afghanistan,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,OCCD,Organization for Community Coordination of Development,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,RRSWO,Rah-e-Rahnaward Social Welfare Organization,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,UNICEF,United Nations Children's Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,UNICEF,United Nations Children's Fund,United Nations,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,UNMAS,United Nations Mine Action Service,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,WASSA,Women Activities & Social Services Association,National NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,WDIO,Watan Development and Initiative Organization,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,WHO,World Health Organization,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,WVI,World Vision International,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,WVI,World Vision International,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,WVI,World Vision International,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,Dawlatyar,AF23,Ghor,AF2303,Dawlatyar,2,WVI,World Vision International,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,AADA,Agency for Assistance and Development of Afghanistan,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,ACDO,Afghan Community Development Organization,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,AFGHANAID,Afghan Aid,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,AREA,Agency for Rehabilitation and Energy Conservation in Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,BARAN,Bu Ali Rehabilitation and Aid Network,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,CARE,Care International in Afghanistan,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,CHA,Coordination of Humanitarian Assistance,National NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,CRDSA,Coordination Of Rehabilitation and Development Services For Afghanistan,National NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,CRS,Catholic Relief Services,International NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,DCA,Dutch Committee for Afghanistan,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,IR,Islamic Relief Worldwide,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,IR,Islamic Relief Worldwide,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,IR,Islamic Relief Worldwide,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,IRC,International Rescue Committee,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,OCCD,Organization for Community Coordination of Development,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,RRSWO,Rah-e-Rahnaward Social Welfare Organization,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,UNFPA,United Nations Population Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,UNICEF,United Nations Children's Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,UNICEF,United Nations Children's Fund,United Nations,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,UNMAS,United Nations Mine Action Service,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,VDO,Village Development Organization,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,WDIO,Watan Development and Initiative Organization,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,WHO,World Health Organization,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,WVI,World Vision International,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,WVI,World Vision International,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,DoLayna,AF23,Ghor,AF2302,DoLayna,2,WVI,World Vision International,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,AAA,Action Aid Afghanistan,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,AAA,Action Aid Afghanistan,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,AAA,Action Aid Afghanistan,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,AADA,Agency for Assistance and Development of Afghanistan,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,AADA,Agency for Assistance and Development of Afghanistan,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,ACF,Action against Hunger,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,ACF,Action against Hunger,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,AFGHANAID,Afghan Aid,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,ARAA,Ansari Rehabilitation Association for Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,BARAN,Bu Ali Rehabilitation and Aid Network,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,CHA,Coordination of Humanitarian Assistance,National NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,CHA,Coordination of Humanitarian Assistance,National NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,DACAAR,Danish Committee for Aid to Afghan Refugees,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,HELP,Hilfe zur Selbsthilfe e.V.,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,IR,Islamic Relief Worldwide,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,IR,Islamic Relief Worldwide,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,IR,Islamic Relief Worldwide,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,MOVE,MOVE Welfare Organization,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,NPO-RRAA,Norwegian Project Office / Rural Rehabilitation Association for Afghanistan,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,OCCD,Organization for Community Coordination of Development,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,OCCD,Organization for Community Coordination of Development,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,RRSWO,Rah-e-Rahnaward Social Welfare Organization,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,RSDO,Razi Social Development Organization,National NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,SAHERO,Social Awareness for Humanitarian and Environmental Resource Organization,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,UNFPA,United Nations Population Fund,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,UNFPA,United Nations Population Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,UNHCR,UN Refugee Agency,United Nations,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,UNICEF,United Nations Children's Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,UNICEF,United Nations Children's Fund,United Nations,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,UNMAS,United Nations Mine Action Service,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,WDIO,Watan Development and Initiative Organization,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,WHO,World Health Organization,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,WSTA,Watan Social and Technical Services Association,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,WVI,World Vision International,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,WVI,World Vision International,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,WVI,World Vision International,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,WVI,World Vision International,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,Feroz Koh,AF23,Ghor,AF2301,Feroz Koh,2,WVI,World Vision International,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Ghor,Lal Wa Sarjangal,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,AAA,Action Aid Afghanistan,International NGO,SHL,Emergency Shelter and NFI,2025-07-01,2025-09-30
AFG,True,True,Ghor,Lal Wa Sarjangal,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,AAA,Action Aid Afghanistan,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Ghor,Lal Wa Sarjangal,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,AADA,Agency for Assistance and Development of Afghanistan,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,Lal Wa Sarjangal,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,AADA,Agency for Assistance and Development of Afghanistan,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,Lal Wa Sarjangal,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,ACDO,Afghan Community Development Organization,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Ghor,Lal Wa Sarjangal,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,AFGA,Afghan Family Guidance Association,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,Lal Wa Sarjangal,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,AREA,Agency for Rehabilitation and Energy Conservation in Afghanistan,National NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,Lal Wa Sarjangal,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,BARAN,Bu Ali Rehabilitation and Aid Network,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,Lal Wa Sarjangal,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,IAM,International Assistance Mission,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,Lal Wa Sarjangal,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,IR,Islamic Relief Worldwide,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Ghor,Lal Wa Sarjangal,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,IRC,International Rescue Committee,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,Lal Wa Sarjangal,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,OCCD,Organization for Community Coordination of Development,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,Lal Wa Sarjangal,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,Lal Wa Sarjangal,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,UNICEF,United Nations Children's Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,Lal Wa Sarjangal,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,UNICEF,United Nations Children's Fund,United Nations,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Ghor,Lal Wa Sarjangal,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,WASSA,Women Activities & Social Services Association,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,Lal Wa Sarjangal,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,WDIO,Watan Development and Initiative Organization,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Ghor,Lal Wa Sarjangal,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,WHO,World Health Organization,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,Lal Wa Sarjangal,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,WVI,World Vision International,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,Lal Wa Sarjangal,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,WVI,World Vision International,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,Lal Wa Sarjangal,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,WVI,World Vision International,International NGO,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,Lal Wa Sarjangal,AF23,Ghor,AF2307,Lal Wa Sarjangal,2,WVI,World Vision International,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Ghor,Pasaband,AF23,Ghor,AF2305,Pasaband,2,AAA,Action Aid Afghanistan,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Ghor,Pasaband,AF23,Ghor,AF2305,Pasaband,2,AAA,Action Aid Afghanistan,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Ghor,Pasaband,AF23,Ghor,AF2305,Pasaband,2,AADA,Agency for Assistance and Development of Afghanistan,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,Pasaband,AF23,Ghor,AF2305,Pasaband,2,ACDO,Afghan Community Development Organization,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Ghor,Pasaband,AF23,Ghor,AF2305,Pasaband,2,ACF,Action against Hunger,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Ghor,Pasaband,AF23,Ghor,AF2305,Pasaband,2,ACF,Action against Hunger,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,Pasaband,AF23,Ghor,AF2305,Pasaband,2,AFGA,Afghan Family Guidance Association,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,Pasaband,AF23,Ghor,AF2305,Pasaband,2,BARAN,Bu Ali Rehabilitation and Aid Network,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,Pasaband,AF23,Ghor,AF2305,Pasaband,2,CRDSA,Coordination Of Rehabilitation and Development Services For Afghanistan,National NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Ghor,Pasaband,AF23,Ghor,AF2305,Pasaband,2,IR,Islamic Relief Worldwide,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Ghor,Pasaband,AF23,Ghor,AF2305,Pasaband,2,IR,Islamic Relief Worldwide,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Ghor,Pasaband,AF23,Ghor,AF2305,Pasaband,2,IRC,International Rescue Committee,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,Pasaband,AF23,Ghor,AF2305,Pasaband,2,UNFPA,United Nations Population Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,Pasaband,AF23,Ghor,AF2305,Pasaband,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,Pasaband,AF23,Ghor,AF2305,Pasaband,2,UNICEF,United Nations Children's Fund,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,Pasaband,AF23,Ghor,AF2305,Pasaband,2,UNICEF,United Nations Children's Fund,United Nations,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Ghor,Pasaband,AF23,Ghor,AF2305,Pasaband,2,UNMAS,United Nations Mine Action Service,United Nations,PRO,Protection,2025-07-01,2025-09-30
AFG,True,True,Ghor,Pasaband,AF23,Ghor,AF2305,Pasaband,2,WDIO,Watan Development and Initiative Organization,National NGO,EDU,Education,2025-07-01,2025-09-30
AFG,True,True,Ghor,Pasaband,AF23,Ghor,AF2305,Pasaband,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Ghor,Pasaband,AF23,Ghor,AF2305,Pasaband,2,WHO,World Health Organization,United Nations,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,Pasaband,AF23,Ghor,AF2305,Pasaband,2,WVI,World Vision International,International NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,Pasaband,AF23,Ghor,AF2305,Pasaband,2,WVI,World Vision International,International NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,Saghar,AF23,Ghor,AF2310,Saghar,2,AAA,Action Aid Afghanistan,International NGO,FSC,Food Security,2025-07-01,2025-09-30
AFG,True,True,Ghor,Saghar,AF23,Ghor,AF2310,Saghar,2,AAA,Action Aid Afghanistan,International NGO,WSH,Water Sanitation Hygiene,2025-07-01,2025-09-30
AFG,True,True,Ghor,Saghar,AF23,Ghor,AF2310,Saghar,2,AADA,Agency for Assistance and Development of Afghanistan,National NGO,HEA,Health,2025-07-01,2025-09-30
AFG,True,True,Ghor,Saghar,AF23,Ghor,AF2310,Saghar,2,AADA,Agency for Assistance and Development of Afghanistan,National NGO,NUT,Nutrition,2025-07-01,2025-09-30
AFG,True,True,Ghor,Saghar,AF23,Ghor,AF2310,Saghar,2,ACF,Action against Hunger,International NGO,FSC,Food Security,2025-07-01,2025-09-30
